,Sl No,Name,Review,Suggestion/Complaint,Vader,sentiment_dict_sompound,TextBlob_Subjectivity,TextBlob_Polarity,flair_sentiment
5475,42,Prateek H,"
User friendly and extremely simple to use



  This device is something that I now regret not having bought earlier. Its super easy to use, more so with its voice control feature, which makes tuning into your favourite channel/music/video a breeze. I am using it with my old Sony Led TV (bought in 2011) which does not have internet or bluetooth. The experience is simply amazing. A highly recommended product even for new-age smart TVs because it makes toggling between different OTT providers super easy and fun. The only problem that I am having is connecting the remote to my TV's volume/power controls.Mine is a 3rd Gen, 2021 Firetv and I got it during a flash sale for a good discount @2699/-Tip: Watchout for any sales and jump on the opportunity.

",1,1,0.9816,0.5411111111111111,1.0,1
5476,43,Amazon Customer,"
Fail to connect to Amazon site



  https://in.amazonforum.com/s/question/0D54P00008QmKIPSA3/fail-to-connect-to-amazoncomPosted issue detail at forum too.WIFI connection successful. But fails to connect to amazon.com.And hence fire tv update fails.Tried plugin, out of power cord of fire stick, router etc, nothing worked.Tried factory reset( back key + right side of navigation circle) : factory reset doesn't occur.note: My WIFI connection is good. My LG TV is working fine and has prime video working fine.This is the first time am trying fire stick on my LG TV.if no response from customer care, will return product.

",0,0,-0.6059,0.502116402116402,1.0,0
5477,44,Amazon Customer,"
Not compatible with SONY LED Tv



  First I bought fire tv lite stick which worked with SONY LED Tv 2012 model .But felt lite tv stick remote was cumbersome has it did not have volume,power and direct app buttons. Needed multiple remotes for smooth operation. So I went for 3rd generation fire tv stick which had all the buttons on single remote. But 3rd generation stick could not be paired with SONY TV after multiple attempts, changing batteries and lot of trouble shooting. Wish Amazon mentioned the names of Tvs with which this fire tv stick is compatible, it would have saved time and effort.So returned the stick and asked for refund.

",1,0,-0.397,0.18614718614718614,0.0,0
5478,45,Rajesh Kumar,"
Thrid Generation UI and Remote is worst quality. Not really happy.



  The quality of remote is really worst not sure whether its bcos of made in India. The touch and feel of remote shows the quality, since i have used 2 generation of firestick devices. Its not like previous one. And the UI is different from 2nd generation. And totally i don't like it. The UI looks like smart tv.

",0,0,-0.9219,0.5540343915343916,0.0,0
5479,46,Godwyn Francis,"
Atmos works only on Netflix



  Overall this is a great product.However i will give 1 star for the atmos feature. As its providing atmos signal only on netflix and NOT on prime video, hotstar or apple tv appWhen i contacted amazon customer service the guy udhay searched for answers half an hour and ultimately suggested to try factory reset. My god. The device arrived yesterday in factory settings only and its not even 24 since setup. So how would factory reset help??Amazon guys font seem to have any clue about atmos

",1,1,0.8053,0.7023809523809523,0.0,0
5480,47,Murali CV,"
Did not work with Sony LCD TV



  I had lots of issues with my installation. Tried all options in spite the device did not work to my satisfaction. Ultimately I returned after a day.

",0,0,-0.128,1.0,0.0,0
5481,48,arijit s.,"
Amazing product from Amazon



  Simply an amazing product from Amazon. It's converted my 8 years old LED tv to smart tv with Ultra HD picture quality. You just need a broadband connection with WiFi that's enough it will run live TV's, shows, entertainment everything. Thank you Amzon for promt delivery. Got the product in Rs 2799 as special discount

",1,1,0.9623,0.6020408163265306,1.0,1
5482,49,Harvinder Sharma,"
Device that saved my money



  I have a Micromax led around 7 years old and I was about to sell and buy a smart one, but this device made my unsmart LED a very Smart oneEasy to use, the picture quality is awesome and Alexa is very much helpfulApps are easily downloadable and games for the kids are thereThe only setback is the volume button is not on the remote that we can manage.overall 10 on 10 device.

",1,1,0.9476,0.6214880952380953,1.0,1
5483,50,Farhan nazeer,"
Value for money



  The voice search is bad ,while searching it only gives results realted to Amazon prime video contents and not any other platform even, but when we enter a app and do the voice search it works fine.While connecting a Bluetooth headphone it's volume can't be controlled by the fire tv remote and will be set to maximum volume so can only be changed if the headphone itself has volume control feature.The appstore is that from Amazon itself.And there is limited apps on the Amazon appstore.And also there is no 5.1 sound support even though it does support Dolby digital and digital Plus.The remote is functional and good.For watching live tv except for 2 or 3 free apps paid subscription is required.Edit:- after about 4 to5 months the power adaptor got damaged but  got a new one  under warrenty.

",1,1,0.3919,0.4414668664668664,0.0,0
5484,51,Fahd Saleem,"
Product is amazing



  Product is awesome. But disappointed with cost.  When i ordered this on 14th june 21, i paid 3999 rs. I wanted another 1 so tried ordering it again saw the price slashed to 3199 rs. Felt looted types. Its not 800rs which are shortcoming, but people boast saying they got it for lesser price which hurts ur ego.Else this is a fantastic product.

",1,0,-0.2023,0.8099999999999999,1.0,0
5485,52,Abin Santhosh,"
Super Fast !!



  Works Great. No issues. The menu navigation is butter smooth. Initially had issue with upgrades during installation. The device simply keeps restarting. However I did a factory reset and tried again. And this time it downloaded and installed the upgrades and went to the setup screen without any problems. Using it on a Epson projector setup with the help of a hdmi splitter. Fire Stick has Bluetooth, so audio is connected to Sony 5.1 speakers Using Bluetooth. Finally true home theater experience.

",1,1,0.9143,0.5034013605442177,1.0,1
5486,53,Shailendra Patel,"
One of the best piece of hardware that I have ever bought



  This review is for the 2021 version. Got it for ₹2400 in prime sale. Following is the summary:1. Easy to setup, takes time though (especially for the update(s)).2. Runs on fire OS that is a fork of the Android operating system, so the appstore might not have everything, but you can sideload apps using the debug option (although, not recommended).3. Screencast worked with OnePlus and Mi phones.4. Voice search works on YouTube and other apps, but using mobile to search through on screen keyboard was easier.5. Bluetooth devices work, you can even add game controllers.6. Streaming quality is great even on 1080p, I thought koryo TV's are bad, but this device delivered a great experience.7. Power button and volume buttons are mapped to the TV, the TV remote is useless if you are using Fire Stick, so for volume control and power, you will use this device, and you can tuck away the TV remote for good.

",1,1,0.8151,0.49038461538461536,1.0,1
5487,54,Aditya,"
Decide for you’re self.



  1) cost in India and cost in USA too much  difference2) Hardware wise we need 2gb ram  and 16gb storage as minimum.3) inability to control Bluetooth volume from  fire stick is a deal breaker4) Inability to decode and provide Dolby  atmos via Bluetooth or HDMI is a Real deal  breaker. Should have opted for Nokia  streamer where in it is available.  My Laptop can do headphone Dolby Atmos  by buying the license from Microsoft store.5) Unable to switch off Samsung Dce32  signage display via power button on the  fire stick remote6) unable to select 1080 60hz or 30 hz video  on YouTube if it’s available when viewing  same video on laptop.

",0,0,-0.7269,0.415625,1.0,0
5488,55,M Singh,"
Works like a charm... installation wasn't smooth



  All that was expected - Turned my non-smart tv into an android one. As long as your TV has an HDMI port and supports at least 720p (HD ready) it should work. Otherwise additional gadget may be required.Setup was tricky though. I can understand why some people gave up and returned the product. Here's an advice:1. At first prompt choose eng US as language.2. After filling account details it shows an OTP to register the device. You'll expect an email or a notification in amazon app to provide the OTP. But the email/notification never arrives. This is the frustrating part.3. Go to amazon.com/tv (the instruction appears on screen) from your PC or phone browser to provide the OTP. That's it.4. My firestick kept restarting (rebooting) throughout the setup process and I had to re-start the task many times. I thought mine was a faulty stick. Then I made sure the HDMI connection and power connection were firmly secured (tightened). That solved the problem.

",1,1,0.4497,0.5222222222222224,0.0,0
5489,56,Dr HRG,"
New firetv stick 2021 a must buy!!!



  Just perfect very easy to install... amazing clarity 1080p... excellent remote with quick access to favourite app ...!!  application OTT strolling super fast ... Very good 5.1 Dolby sound...Alexa works perfect... a must buy... 2021 model

",1,1,0.9835,0.7364738292011019,1.0,1
5490,57,Baaru,"
Garbage product - reviewed after 1 year of use



  Worked well out of the box, but performance markedly deteriorated within 3 months. After 6 months, was slow, laggy, unresponsive, and had to press buttons multiple times to recognize input. Drains batteries much more rapidly than other remotes, I need to replace the battery once a week now, and even then it doesn't work. Without doubt the worst, most overpriced purchase I have ever made on Amazon. Please don't be fooled by the positive reviews, most of these are people who are excited about the new product but haven't yet used it for a year.

",0,1,0.8148,0.5113636363636362,0.0,0
5491,58,Genuine buyer,"
very waste product if you purchase it for DOLBY ATMOS



  product description saying 2021 model.. but the firetv telling its 2020 version. zebronics 9800 DWS PRO DOLBY ATMOS SOUND BAR showing DOLBY SURROUND when playing selected Dolby atmos movies (eg: CARNIVAL RAW) from prime ( we can't see a single atmos label in any title). its a fake business telling this stick supports Dolby atmos- DOLBY DIGITAL PLUS is maximum available audio but showing Dolby surround in sound bar. Airtel xtream box doing great job than this.

",0,1,0.7099,0.4028693528693528,1.0,0
5492,59,Imsachin,"
Don't upgrade if you are having Fire stick 3rd generation



  The Product is good but don't buy if you have fire stick 3rd generation no difference in processor same 1.7 GHz processor just the major difference is in remote which have shortcut keys for Netflix and prime video, if you are getting firestick 2020 from retail market buy it don't waste money on this 2021 stick.

",1,0,-0.3923,0.20357142857142857,0.0,0
5493,60,Rajasekaran V,"
Remote pairing issue..



  The first stick had issues with remote pairing and was stuck at setup stage. Got the replacement and the same issue again. Remote is not pairing. Now seeing so many commentsand understand that the latest manufacturing has some issue. Useless... now returning it.

",0,0,-0.5859,0.3322916666666667,0.0,0
5494,61,SUMIT KUMAR SHAW,"
Best substitute for android box/stick but beware of black home screen fixed by 3rd reset.



  This is the best option to make your hdmi capable tv to smart tv.But after 7days at 18th October 2021, after I start fire tv stick it's home screen goes black. I tried all method like deregistration, restart, factory reset etc but problem still persist.At last 3rd factory reset black screen problem is fixed. Please Amazon fix it by os update.So this problem can't happen again. So this product may not be long lasting.Black home screen problem persist due to slow wifi connection or low ram/cache memory, so don't download too much app. You should save 3gb space to run fire stick normal.

",1,1,0.3844,0.31858465608465614,1.0,0
5495,62,Tottology,"
Needs better UI



  Overall a good uswful device but the setup is slow, the remote is extremely unfriendly and without numbers and alphabets typing is a pain. Better to use the mobile remote app of fire tv to navigate.And something not right with hotstar as it gets hidden everytime on the screen.Definitely they need to work on the UI and maybe UX. Pretty average product I'd say with a great marketing and space to be in as a first mover.

",1,1,0.7551,0.482312925170068,1.0,0
5496,63,Kunal,"
My 2nd Firestick



  This is my 2nd firestick, 1st one I bought on 2019 prime day for 2199. I got this for same price. First device worked fine till 1yr.After that there was problem with sound, sometime sound goes off and doesn't come back. After some day, remote started giving problem. Frequent disconnect battery drainage etc.I had to replace the old one. You can only buy all Amazon exclusive products on prime day as the price goes lower than expected.New device has new interface, faster screen load, and improved remote. Since far all my existing problem are not seen in new one. Hope this one goes till 2023 so that I can buy 4th gen on prime day, ha ha..

",1,1,0.5423,0.34796401515151515,1.0,0
