,Unnamed: 0,Name,Review,Suggestion/Complaint
221,221,Mark,"
Haven't worn this pair yet but they seem the same ...


Haven't worn this pair yet but they seem the same as the last pair I bought 5 years ago.Tried them on and they fit (narrow version) well to my feet. You get what you get with Birkies...although i was surprised that the strapping wasn't leather - but maybe they haven't been before too.
",1.0
222,222,luna777,"
love these birkenstocks


very happy I bought the size 5 slim fit and they are perfect, all ready for summer walks, I am breaking them in by using them around the house as birkenstocks take a little time to feel comfortable, but so far so good.
",1.0
223,223,Pete-Suffolk,"
Will be lovely eventually


Fit well but leather straps quite hard and unforgiving at first. I am having wear them in by wearing them for short periods at first. Much improved after I took a blade to the inside edges of the straps and scraped the sharp edge off. I think they will be great in the end, but not an instant hit!
",1.0
224,224,Mrs. Annie Hill,"
I am very happy with these sandals


I am very happy with these sandals.  I haven't worn them in yet, (and I think that may take a few weeks, before they are really comfortable), but I am hopeful.  I have bought Birkenstocks in leather before, and I really like them.  I haven't tried the synthetic versions yet, so I don't know how they compare.
",1.0
225,225,Kindle Customer,"
Great service


Fast service, good value
",1.0
226,226,Debbie,"
Great looking sandals.


Love these sandals.  Fit perfectly and look better than expected.  Practical but with a little bling for the summer. Already received lots of compliments.
",1.0
227,227,Don't put it public only on amazon,"
Just love these. They may not be feminine but I ...


Just love these. They may not be feminine but I can get onto boats trains and planes in them and walk for miles.....and miles in them......once they are broken in gradually and properly.  Do love these. My second pair.
",1.0
228,228,ilovebooks,"
Narrow fit


These were narrow fit (not what we wanted) so we returned them.
",0.0
229,229,Amazon Customer,"
expensive and short life span


the are comfortable, but very expensive. What surprised me the most was that they wore down a lot faster that anticipated. Only last for about 10 months of daily use. For me the buckle prong wore down and snapped off.
",0.0
230,230,Dr. Patrick Mcevoy,"
it seems one size too large


comfortable,after adjusting and adding new holes for the straps;advise to buyers-choose a size smaller than your usual shoe size
",0.0
231,231,Amazon Customer,"
I'm really pleased with these- they came really quickly


I'm really pleased with these- they came really quickly, look and feel amazing on my feet. I have havd birkenstocks before and they are super comfy. My only qualm with buying these particular shoes was that the product description doesn't make it clear that the upper is made out of Birko-Flor Nubuck which is a synthetic nubuck- it's not real leather and is essentially made out of plastic. The description definitely doesn't mention this and while i'm not particularly bothered because they still look great, if you had your heart set on leather then buy somewhere else!
",0.0
232,232,Frank Dernie,"
Comfortable and stay on easily


They look like they will fall off but they are very secure.
",1.0
233,233,Stef,"
Love them but why did they have to become fashionable and shoved the price up😁


Staple item of my summer wardrobe I would not be without them. Shocking how fashion makes them more expensive than they used to be.. I remember when I used to get laughed at for wearing my Birkenstocks...  Still the most comfortable thing you can out in your feet when the heat kicks in 😊
",1.0
234,234,Mrs. F.L. Finch,"
Great new styling, same comfort!!


I am extremely pleased with my purchase and the price!!  I always buy a size smaller than my shoe size for Birkenstocks and these were no different so I am a 5 but bought a 4 or 37.  They seem a little narrower than my old plain leather Arizona Birkenstocks - this was not clear in the description but I think they are ""narrow"" though actually that fits my foot better.  The colour is lighter than the standard straight leather Arizona Birkenstocks going towards a tan but I love that they are different and have the funky orange soles!!  Overall very happy and nice to have a variation on a theme!
",1.0
235,235,Irenem,"
Best Birkies!


Love them, thank you x
",1.0
236,236,Jodie,"
Excellent Product


SO SO comfy.  Excellent fit and just like all my other Birkenstick they mould to your feet.  They are wonderful, if you have never tried them and go for the cheaper value sandals, try giving them a go as this excellent value for which I paid about half price I think, I am sure youwill find them very good.
",1.0
237,237,Leanne Carroll,"
This probably could have been easily avoided if I broke them in over a longer ...


I wore these every day for three months straight while working as a summer camp counsellor in Canada. They're so comfy and durable. However, they took several weeks to break in and cut my feet a lot in the process. This probably could have been easily avoided if I broke them in over a longer period of time. The next time I need a new pair of summer shoes I'll 100% buy Birks again.
",1.0
238,238,Evie L,"
Too Large


Shoes were far too big, had to return and get a pair 2 sizes down which I bought from a shop. Would recommend trying these sandals on before buying rather than buying online as I have been told they are generally made at larger sizes than expected. I always wear a size 5.5 and have bought Birkenstocks size 4 which fit perfectly!! Other than that they are a brilliant comfortable sandal.
",0.0
239,239,kat,"
Happy customer


Super comfy sandals. Will wear them all summer. No need to pack lots of shoes into your holiday laguage, if you own a pair of them you are sorted.
",1.0
240,240,Miss F.,"
Would definitely recommend sizing down


Bought these Birkenstocks for my holiday to Brazil in February as I wanted something comfy to walk about in. I have literally lived in these ever since! They do come up very big, I am usually a size 4 and I had to send them back for a size 3. They were miles too big, even with the buckles tightened the most they could go, they were practically falling off my feet. Would definitely recommend sizing down. These are a great price too, a lot cheaper than some other online retailers.
",1.0
241,241,amazonfan6,"
Good product, really helps my feet.


These sandals are a little on the large size, I ordered the size I thought, but should have ordered the one size down.The fact they have two straps across keeps the foot in place. I have a pair of Schols but they only have the one strap, these are better.Easy to wear and feel good.
",1.0
242,242,Fhand,"
Best Birkenstocks


Bought these in the narrow fit.  Most comfortable I have ever had.  I realise now that the standard fit were to wide for me.Really quick deliverry
",1.0
243,243,jungle,"
Highly recommended


Bought for  husband. Fits as expected.  Highly recommend
",1.0
244,244,S,"
My Favourite Summer Shoes


I always buy my Birkenstocks from Amazon. The last pair I purchased lasted me a good 18 months. Would recommend to anyone thinking of buying some Birkenstocks. I have very narrow feet and these are perfect, handy that you can adjust the fit also.
",1.0
