,Name,Review,Suggestions/Complaints
152,Chandru Pendyala,"
Paisa vasool



  Got it during sale at much much lower price 1565/-.  Cost point of view I am happy. My TV is semi smart.  Helpful, but WiFi is must. Easy installation, but takes 20 minutes atleast.  Customer care service person very nice and helped to resolve few glitches at my conveint time.Only issue I don't like is my TV is connected with a Boat soundbar (2021 purchase from Amazon), effect good, but voice not that clear.

",1
153,Prakash Todankar,"
TV apps not available in app store



  VI TV & Movies, JIO TV apps are not available in app store.  You have to download it externally using google search (as suggested by customer care officer @ your own risk) but again once you download, it couldn't play like how other apps (Prime video) plays.  If these apps can be available here then there is no need to have separate d2h or cable connection for watching TV. Otherwise overall it's the best.

",1
154,Ses Po,"
Excellent product to Convert Old LCD to Smart TV- Best in Class



  I went through many streaming items , did a lot of research and found Amazon Fire TV Stick.I use this Fire TV Stick for below; 3rd Gen is faster I had 2nd Gen aswell.I Watch NetFlix, Sony Liv, Aha, Disney + Hotstar, Prime Video, and lots more.I stopped using my Tata Sky and purchased this.Even my 2nd Class kid use TV for mirroring through Fire Stick from phone to TV for Online Classes. he does it on his own its that easy.I would say Go for it it is worth purchasing.

",1
155,Sumeet,"
Awesome



  This Tv stick is a awesome,  superb picture quality, no lags, getting dolby digital plus sound via my zebronics soundbar & also i found the way to control sound bar via fire TV remote, manually enter IR PROFILE NUMBER 4819 in advance options or select the Soundbar Brand ""ABox"" in list to control volume of the Zebronics 9400 pro Dolby Digital soundbar via Fire Tv Remote.Hit helpful button if it worked for you.

",1
156,Amazon Customer,"
Need warranty support



  After a month stop working..tried to contact supplier but supplier not giving support and asking to contact Amazon, on Amazon their is no option to get warranty support. dear seller kindly provide us required support to get the issue resolve.@amazon- please help.

",0
157,Vikrant,"
device is good, but cant add live channels to favorite list



  picture and audio quality is very good. but cant add live channels to fav list. Only Voot channels are allowed to add. Couldnt find any option to add fav channel, so every time if i want to see any specific channel, I need to find app and then need to find live channesl in that app and then only i can play that channel. This sucks. Alex also not able to identify several channels and couldnt play it. It also didnt recognize marathi channel names.

",0
158,Dharmesh,"
Very good but for 5.1 dolby



  You will need a tv with dolby support and also optical out along with arc, if your tv has arc but not dolby digital or atmos etc. then it will not produce surround outputI have 5.1 dolby digital soundbar and yet with bluetooth connection with that soundbar i do not get dolby digitalNeed dolby enabled tv otherwise this is not really worth buying unless you do not mind stereo output

",1
159,Sreejit Sreedevan,"
Bang for buck 🤘🏽



  Got this for ₹2099/- during prime day sale!Streaming quality - 10/10Voice recognition - 8/10Ease of use - 10/10We just discontinued using our DTH, it's that great and efficient. We're anyhow using a 200mbps unlimited broadband and this thing utilises full potential of internet. We don't feel like our money is getting wasted for internet connection or DTH. The fact that it requires only a fraction of electricity what DTH set top box uses is a cherry on the cake :)I would recommend this to anyone who uses a TV with no smart features. You won't regret...

",1
160,robbie chettiar,"
Smart TV Exprience



  Having Sanyo 43"" FHD TV and Fire Stick is working without any issue. connected 5.1 Philips Speaker using Bluetooth option in fire stick to get Home Theatre effect and overall its value for money and not at all disappointed by buying this product.

",1
161,Ramalinga r.,"
Better than other android sticks .



  I am writing this review after 2 months of usage. I got this at price range of 2400 at Croma and offer salePros: those who are looking for lag free experience then go for this .Alexa is working fine .Stream quality is good.Cable length is large easily more than 1 meter length and also batteries have been provided in the box itself for the remote.Cons: since the quality of the remote seems to be delicate should need to handle with care.Some apps while multi tasking one over other seems to be little bit of lag(better than other sticks if u compare).Finally if u guys buy with extended warranty buy in online or if not buy in offline stores .

",1
